,name,all artists,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y,genres_x,genres_y
11945,Paradise (feat. Dermot Kennedy),"MEDUZA, Dermot Kennedy","edm, pop dance, pop house, tropical house","folk-pop, irish pop, pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11946,Piece Of Your Heart,"MEDUZA, Goodboys","edm, pop dance, pop house, tropical house",uk dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11947,Rhymes Like Dimes,"MF DOOM, DJ Cucumber Slice","alternative hip hop, east coast hip hop, hip hop, rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11948,GAZZILLION EAR,"MF DOOM, J Dilla","alternative hip hop, east coast hip hop, hip hop, rap","alternative hip hop, detroit hip hop, hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11949,Red and Gold,"MF DOOM, King Ghidra","alternative hip hop, east coast hip hop, hip hop, rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11950,Chicken Little,"MF DOOM, MF Grimm","alternative hip hop, east coast hip hop, hip hop, rap",alternative hip hop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11951,Doomsday,"MF DOOM, Pebbles The Invisible Girl","alternative hip hop, east coast hip hop, hip hop, rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11952,Love Is the Message (feat. The Three Degrees),"MFSB, The Three Degrees","classic soul, disco, funk, instrumental soul, jazz funk, motown, philly soul, post-disco, quiet storm","classic girl group, disco, motown, philly soul, quiet storm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11953,Something For Nothing (feat. Thom Bell),"MFSB, Thom Bell","classic soul, disco, funk, instrumental soul, jazz funk, motown, philly soul, post-disco, quiet storm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11954,Finale/End Credits (Brigadoon),MGM Studio Chorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11955,Young Romance,"MGM Studio Orchestra, Adolph Deutsch",classic soundtrack,classic soundtrack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11956,"Waltz At Maxim's, Dance Version - Extended Version","MGM Studio Orchestra, André Previn",classic soundtrack,orchestral performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11957,Winter In St. Louis,"MGM Studio Orchestra, Georgie Stoll",classic soundtrack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958,Main Title (An American In Paris / 'S Wonderful / I Got Rhythm),"MGM Studio Orchestra, Johnny Green",classic soundtrack,hollywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11959,Trim Up The Tree,"MGM Studio Orchestra, MGM Studio Chorus",classic soundtrack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11960,Cap'n Andy's Presentation,"MGM Studio Orchestra, MGM Studio Chorus, Adolph Deutsch",classic soundtrack,,classic soundtrack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11961,Poppies (with Heavenly Choir) - Alternate Version,"MGM Studio Orchestra, MGM Studio Chorus, Heavenly Choir",classic soundtrack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11962,Optimistic Voices,"MGM Studio Orchestra, The Debutantes, The Rhythmettes",classic soundtrack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11963,Electric Feel - Justice Remix,"MGMT, Justice","alternative dance, indie rock, indietronica, modern rock, rock",post-teen pop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11964,Grace Kelly,MIKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11965,Popular Song,"MIKA, Ariana Grande",,"pop, post-teen pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11966,That Girl,"MJG, Rodney Ellis","dirty south rap, gangster rap, memphis hip hop, southern hip hop, trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11967,Piece Of Me,"MK, Becky Hill","dance pop, pop, pop rap, pop rock, post-teen pop","dance pop, house, pop, pop dance, pop house, tropical house, uk dance, uk pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11968,Broken Love,"MO3, Kevin Gates","dfw rap, trap","baton rouge rap, pop rap, rap, southern hip hop, trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11969,99,MOB CHOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11970,Stay Away (feat. Machine Gun Kelly & Goody Grace),"MOD SUN, Machine Gun Kelly, Goody Grace","indie pop rap, minnesota hip hop, pop rap","ohio hip hop, pop rap","emo rap, pop rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11971,Glorious,MaMuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11972,Scarab - Matan Caspi Remix,"Maa Bashi, Matan Caspi",,"focus trance, israeli techno, progressive trance house",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11973,Don't Nobody Bring Me No Bad News,Mabel King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11974,It's Nothing (Cutthoat Committee),"Mac Dre, Cutthoat Committee","cali rap, gangster rap, hyphy, oakland hip hop, west coast rap, west coast trap",hyphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11975,Mafioso,"Mac Dre, Young Dru","cali rap, gangster rap, hyphy, oakland hip hop, west coast rap, west coast trap","cali rap, chicano rap, latin hip hop, west coast trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11976,Matches,"Mac Miller, Ab-Soul","hip hop, pittsburgh rap, pop rap, rap","alternative hip hop, conscious hip hop, hip hop, rap, southern hip hop, underground hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11977,Red Dot Music,"Mac Miller, Action Bronson","hip hop, pittsburgh rap, pop rap, rap","alternative hip hop, east coast hip hop, hip hop, nyc rap, queens hip hop, rap, southern hip hop, underground hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11978,Dang! (feat. Anderson .Paak),"Mac Miller, Anderson .Paak","hip hop, pittsburgh rap, pop rap, rap",escape room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11979,My Favorite Part,"Mac Miller, Ariana Grande","hip hop, pittsburgh rap, pop rap, rap","pop, post-teen pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11980,Congratulations (feat. Bilal),"Mac Miller, Bilal","hip hop, pittsburgh rap, pop rap, rap","hip hop, indie soul, neo soul, urban contemporary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11981,America,"Mac Miller, Casey Veggies, Joey Bada$$","hip hop, pittsburgh rap, pop rap, rap","hip hop, rap, southern hip hop, underground hip hop, west coast trap","conscious hip hop, hip hop, rap, underground hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11982,We (feat. CeeLo Green),"Mac Miller, CeeLo Green","hip hop, pittsburgh rap, pop rap, rap",atl hip hop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11983,Paper Route,"Mac Miller, Chevy Woods","hip hop, pittsburgh rap, pop rap, rap","pittsburgh rap, trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11984,I'm Not Real,"Mac Miller, Earl Sweatshirt","hip hop, pittsburgh rap, pop rap, rap","alternative hip hop, escape room, experimental hip hop, hip hop, rap, underground hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11985,Earth,"Mac Miller, Future","hip hop, pittsburgh rap, pop rap, rap","atl hip hop, pop rap, rap, southern hip hop, trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11986,Sunlight,"Mac Miller, Iman Omari","hip hop, pittsburgh rap, pop rap, rap","alternative r&b, indie r&b, indie soul, neo r&b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11987,Lucky Ass Bitch,"Mac Miller, Juicy J","hip hop, pittsburgh rap, pop rap, rap","crunk, dirty south rap, gangster rap, hip hop, memphis hip hop, pop rap, rap, southern hip hop, trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11988,"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)","Mac Miller, Kendrick Lamar","hip hop, pittsburgh rap, pop rap, rap","conscious hip hop, hip hop, rap, west coast rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11989,Fight the Feeling,"Mac Miller, Kendrick Lamar, Iman Omari","hip hop, pittsburgh rap, pop rap, rap","conscious hip hop, hip hop, rap, west coast rap","alternative r&b, indie r&b, indie soul, neo r&b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11990,The Question,"Mac Miller, Lil Wayne","hip hop, pittsburgh rap, pop rap, rap","hip hop, new orleans rap, pop rap, rap, trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11991,The Festival (feat. Little Dragon),"Mac Miller, Little Dragon","hip hop, pittsburgh rap, pop rap, rap","alternative dance, alternative r&b, art pop, chillwave, downtempo, electronica, electropop, escape room, gothenburg indie, indie soul, indietronica, new rave, swedish electropop, swedish synthpop, trip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11992,Weekend (feat. Miguel),"Mac Miller, Miguel","hip hop, pittsburgh rap, pop rap, rap","dance pop, pop, r&b, urban contemporary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11993,I Am Who Am (Killin' Time),"Mac Miller, Niki Randa","hip hop, pittsburgh rap, pop rap, rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11994,Planet God Damn (feat. Njomza),"Mac Miller, Njomza","hip hop, pittsburgh rap, pop rap, rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11995,Gees,"Mac Miller, ScHoolboy Q","hip hop, pittsburgh rap, pop rap, rap","gangster rap, hip hop, pop rap, rap, southern hip hop, trap, underground hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11996,Aliens Fighting Robots,"Mac Miller, Sir Michael Rocks","hip hop, pittsburgh rap, pop rap, rap","alternative hip hop, soul flow, underground hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11997,In the Morning,"Mac Miller, Syd, Thundercat","hip hop, pittsburgh rap, pop rap, rap","alternative r&b, lgbtq+ hip hop","afrofuturism, hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11998,Cinderella (feat. Ty Dolla $ign),"Mac Miller, Ty Dolla $ign","hip hop, pittsburgh rap, pop rap, rap","hip hop, pop, pop rap, r&b, trap, trap soul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11999,O.K. - Bonus Track,"Mac Miller, Tyler, The Creator","hip hop, pittsburgh rap, pop rap, rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12000,Keep Floatin',"Mac Miller, Wiz Khalifa","hip hop, pittsburgh rap, pop rap, rap","hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12001,God of Wonders,"Mac Powell, Cliff Young, Danielle Young",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12002,Beis Ep,Macarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12003,Carnival,"Machel Montano, Destra, Various Artists","chutney, dancehall, soca","chutney, dancehall, soca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12004,Wild Boy - Remix,"Machine Gun Kelly, 2 Chainz, French Montana, Meek Mill, Mystikal, Steve O, Yo Gotti","ohio hip hop, pop rap","atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap","hip hop, pop rap, rap, southern hip hop, trap","hip hop, philly rap, pop rap, rap, southern hip hop, trap","crunk, dirty south rap, gangster rap, hip hop, hip pop, new orleans rap, pop rap, rap, southern hip hop, trap",,"dirty south rap, gangster rap, hip hop, memphis hip hop, pop rap, rap, southern hip hop, tennessee hip hop, trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12005,Bad Things (with Camila Cabello),"Machine Gun Kelly, Camila Cabello","ohio hip hop, pop rap","dance pop, pop, pop dance, post-teen pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12006,D3MONS,"Machine Gun Kelly, DMX","ohio hip hop, pop rap","east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12007,Invincible,"Machine Gun Kelly, Ester Dean","ohio hip hop, pop rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12008,At My Best (feat. Hailee Steinfeld),"Machine Gun Kelly, Hailee Steinfeld","ohio hip hop, pop rap","dance pop, pop, pop dance, post-teen pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12009,forget me too (feat. Halsey),"Machine Gun Kelly, Halsey","ohio hip hop, pop rap","dance pop, electropop, etherpop, indie poptimism, pop, pop dance, post-teen pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12010,Hold On (Shut Up),"Machine Gun Kelly, Jeezy","ohio hip hop, pop rap","atl hip hop, crunk, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12011,Bad Mother F*cker,"Machine Gun Kelly, Kid Rock","ohio hip hop, pop rap","alternative metal, nu metal, rock",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12012,Lace Up,"Machine Gun Kelly, Lil Jon","ohio hip hop, pop rap","atl hip hop, crunk, dance pop, dirty south rap, pop rap, southern hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12013,Glass House (feat. Naomi Wild),"Machine Gun Kelly, Naomi Wild","ohio hip hop, pop rap",indie electropop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12014,Runnin',"Machine Gun Kelly, Planet Vi","ohio hip hop, pop rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12015,Edge Of Destruction,"Machine Gun Kelly, Tech N9ne, Twista","ohio hip hop, pop rap","hip hop, kansas city hip hop, pop rap, rap","chicago rap, dance pop, dirty south rap, gangster rap, hip hop, pop rap, rap, trap, urban contemporary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12016,bloody valentine - Acoustic,"Machine Gun Kelly, Travis Barker","ohio hip hop, pop rap",rap rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12017,all I know (feat. Trippie Redd),"Machine Gun Kelly, Trippie Redd","ohio hip hop, pop rap","melodic rap, rap, trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12018,A Little More,"Machine Gun Kelly, Victoria Monét","ohio hip hop, pop rap","alternative r&b, indie r&b, pop, pop r&b, pop rap, post-teen pop, r&b, urban contemporary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12019,Wild Boy,"Machine Gun Kelly, Waka Flocka Flame","ohio hip hop, pop rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12020,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly, X Ambassadors, Bebe Rexha","ohio hip hop, pop rap","modern alternative rock, modern rock, pop, pop rock, rock, stomp pop","dance pop, pop, pop dance, post-teen pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12021,body bag (feat. YUNGBLUD & Bert McCracken of The Used),"Machine Gun Kelly, YUNGBLUD, The Used, Bert McCracken","ohio hip hop, pop rap","british indie rock, modern alternative rock, modern rock, rock","post-hardcore, screamo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12022,I Think I'm OKAY (with YUNGBLUD & Travis Barker),"Machine Gun Kelly, YUNGBLUD, Travis Barker","ohio hip hop, pop rap","british indie rock, modern alternative rock, modern rock, rock",rap rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12023,End Of The Road,"Machine Gun Kelly, blackbear","ohio hip hop, pop rap","pop, pop rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12024,nothing inside (feat. iann dior),"Machine Gun Kelly, iann dior","ohio hip hop, pop rap","melodic rap, pop rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12025,Mambo Infierno,Machito & His Afro Cubans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12026,Inglewood Swangin',"Mack 10, Bobby Ervin","chicano rap, g funk, gangster rap, hardcore hip hop, hip hop, hyphy, rap, southern hip hop, west coast rap, west coast trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12027,Foe Life,"Mack 10, Ice Cube","chicano rap, g funk, gangster rap, hardcore hip hop, hip hop, hyphy, rap, southern hip hop, west coast rap, west coast trap","conscious hip hop, g funk, gangster rap, hardcore hip hop, hip hop, rap, west coast rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12028,Westside Slaughterhouse,"Mack 10, Ice Cube, WC","chicano rap, g funk, gangster rap, hardcore hip hop, hip hop, hyphy, rap, southern hip hop, west coast rap, west coast trap","conscious hip hop, g funk, gangster rap, hardcore hip hop, hip hop, rap, west coast rap","gangster rap, hip hop, hyphy, rap, west coast rap, west coast trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12029,Connected For Life,"Mack 10, Ice Cube, WC, Butch Cassidy","chicano rap, g funk, gangster rap, hardcore hip hop, hip hop, hyphy, rap, southern hip hop, west coast rap, west coast trap","conscious hip hop, g funk, gangster rap, hardcore hip hop, hip hop, rap, west coast rap","gangster rap, hip hop, hyphy, rap, west coast rap, west coast trap","g funk, west coast rap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12030,Nothin' But The Cavi Hit,"Mack 10, Tha Dogg Pound","chicano rap, g funk, gangster rap, hardcore hip hop, hip hop, hyphy, rap, southern hip hop, west coast rap, west coast trap","dirty south rap, g funk, gangster rap, hardcore hip hop, hip hop, hyphy, rap, southern hip hop, west coast rap, west coast trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12031,The Testimony,"Mack 10, Young Soprano, Pastor Steven Hamilton","chicano rap, g funk, gangster rap, hardcore hip hop, hip hop, hyphy, rap, southern hip hop, west coast rap, west coast trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12032,Bumpy's Lament,Mack Browne & The Brothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12033,Same Love - feat. Mary Lambert,"Macklemore & Ryan Lewis, Mary Lambert","dance pop, pop, pop rap, seattle hip hop",pop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12034,Can't Hold Us (feat. Ray Dalton),"Macklemore & Ryan Lewis, Ray Dalton","dance pop, pop, pop rap, seattle hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035,White Walls (feat. ScHoolboy Q & Hollis),"Macklemore & Ryan Lewis, ScHoolboy Q, Hollis","dance pop, pop, pop rap, seattle hip hop","gangster rap, hip hop, pop rap, rap, southern hip hop, trap, underground hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036,Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Wanz","dance pop, pop, pop rap, seattle hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037,Good Old Days (feat. Kesha),"Macklemore, Kesha","dance pop, pop, pop rap, seattle hip hop","dance pop, electropop, pop, pop dance, post-teen pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12038,Marmalade (feat. Lil Yachty),"Macklemore, Lil Yachty","dance pop, pop, pop rap, seattle hip hop","atl hip hop, hip hop, melodic rap, rap, southern hip hop, trap, underground hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12039,Growing Up (feat. Ed Sheeran),"Macklemore, Ryan Lewis, Ed Sheeran","dance pop, pop, pop rap, seattle hip hop","dance pop, pop, pop rap, seattle hip hop","pop, uk pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040,Thrift Shop (feat. Wanz),"Macklemore, Ryan Lewis, Wanz","dance pop, pop, pop rap, seattle hip hop","dance pop, pop, pop rap, seattle hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12041,Glorious (feat. Skylar Grey),"Macklemore, Skylar Grey","dance pop, pop, pop rap, seattle hip hop","electropop, piano rock, viral pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12042,Sweet Baby (feat. Erykah Badu),"Macy Gray, Erykah Badu","neo soul, pop rock","afrofuturism, hip hop, neo soul, r&b, soul, urban contemporary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12043,Roberta - C Minor Remix,"Mad Boss, C Minor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044,Come and Take a Ride,"Mad CJ Mac, Poppa LQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12045,She's Coming Back,"Mad Dog, Dino",,"alternative pop, alternative rock, grunge, indie rock, lo-fi, modern rock, noise pop, noise rock, permanent wave, post-hardcore, post-punk, power pop, punk, rock",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12046,Oh Yeah Oh Yeah,"Mad Dog, Meltdown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047,I Like To Move It,Madagascar 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12048,Havalı Nermin,Madam Anjel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12049,Mere Daddy Bade Mehrban,Madan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12050,Milk Cow Blues,"Maddox Brothers, Rose Maddox",,rockabilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12051,The Game of Cards,"Maddy Prior, June Tabor","british folk, traditional british folk","british folk, folk rock, traditional british folk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12052,Old Roots New Trees,"Made in M, Smuv","atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap, underground hip hop, vapor trap","chillhop, lo-fi beats",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12053,I Want (feat. 2 Chainz),"MadeinTYO, 2 Chainz","atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap, underground hip hop, vapor trap","atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12054,Ned Flanders (feat. A$AP Ferg),"MadeinTYO, A$AP Ferg","atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap, underground hip hop, vapor trap","hip hop, pop rap, rap, southern hip hop, trap, underground hip hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12055,Skateboard P (feat. Big Sean),"MadeinTYO, Big Sean","atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap, underground hip hop, vapor trap","detroit hip hop, hip hop, pop rap, rap, southern hip hop, trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12056,Uber Everywhere (feat. Travis Scott),"MadeinTYO, Travis Scott","atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap, underground hip hop, vapor trap",rap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12057,You're Laughing At Me,"Madeleine Carroll, Dick Powell",,vintage hollywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12058,You're On (feat. Kyan),"Madeon, Kyan","big room, complextro, edm, electro house, electropop, filter house, future bass, nantes indie",uk contemporary r&b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12059,Katha Nay Ogo Kono Katha Nay,Madhabi Ghosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12060,Vivaaha Bhajananbu,Madhavapeddi Sathyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12061,Daya Cheyandi,"Madhavapeddi Sathyam, Pithapuram Nageswara Rao, P. Susheela, Ghantasala, K.Ravi, Swarnalatha",,,"deep indian pop, filmi, tamil worship","deep indian pop, filmi",,"deep indian pop, filmi, tamil pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12062,Hunchback Notre Dame #9,Madheart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12063,Sitaro Dekho Mere Sajan Ko,Madhubala Jhaveri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12064,Din Aaye Raat Jaye,"Madhubala Jhaveri, Balbir, Harish",,,"deep indian pop, filmi, tamil pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12065,Aaj Tarai Tarai Deepta,Madhuri Chowdhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12066,Ei Prithibir Pather Pare,Madhuri Mukherjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12067,Hey Kanakojjwal,"Madhuri Mukherjee, Krishna Chatterjee",,bangla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12068,Tomari Pathapane Chahi,Madhuri Sengupta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12069,O Re Zamane Dekh Liya Tera Zamana,"Madhusudan Acharya, Zohrabai Ambalawali",,classic bollywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12070,Hurts Like Hell (feat. Offset),"Madison Beer, Offset","dance pop, pop, pop dance, post-teen pop","atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12071,La Isla Bonita - Remix,"Madonna, Chris Lord-Alge","dance pop, pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12072,Spotlight,"Madonna, Jellybean Benitiz","dance pop, pop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
